,Unnamed: 0,Review Date,Source,Location,Address,City,State,ZIP,Star Rating,Author,URL,Feedback,Original Feedback Language (if not English),Engagement Response,Processed_Feedback,Negative_Score,Neutral_Score,Positive_Score,Compound_Score,Feedback_Categories
3163,3163,07/23/21,Google,97039 STATE COLLEGE,12 Colonnade Way   -,State College,PA,16803,4,Bert,https://maps.google.com/maps?cid=3499406711631860980,Great food �,--,--,food,0.0,1.0,0.0,0.0,Neutral
3168,3168,07/23/21,Google,80070 WARREN,8025 12 Mile Rd   -,Warren,MI,48093,1,Kaylee V,https://maps.google.com/maps?cid=1643557499045825357,"Rude employees rude managers, make you wait to get your drinks and takes everyone else that walks in first",--,"What you have described is far from what we expect for our guests, Kaylee. We’d like the opportunity to address this situation and make things right. Please give me a call at 2487879287.  I would love to have the opportunity to change your opinion.Jeff DonaldsonArea Director",manager drink,0.0,1.0,0.0,0.0,Neutral
3177,3177,07/23/21,Google,83081 WEST LANSING,5400 West Saginaw   -,Lansing,MI,48917,4,Scott Bialek,https://maps.google.com/maps?cid=16398533861021752604,"Grilled salmon was great, the green beans not so much. Little tough.",--,--,bean,0.0,1.0,0.0,0.0,Neutral
3187,3187,07/23/21,Google,99001 LEWISBURG,300 International Dr.   -,Lewisburg,PA,17837,4,Fay Richard,https://maps.google.com/maps?cid=7813425332991774633,Food was good. Service was also good!,--,--,service good,0.0,0.256,0.744,0.4404,Positive
3190,3190,07/23/21,Google,84051 PUEBLO,3428 N. Elizabeth   -,Pueblo,CO,81008,5,Dan Deason,https://maps.google.com/maps?cid=15152692773251150912,Great service and food.,--,--,service food,0.0,1.0,0.0,0.0,Neutral
3198,3198,07/23/21,Google,94001 WILKES-BARRE,253 Wilkes-Barre Township Blvd   -,Wilkes-Barre,PA,18701,3,Thomas Raskiewicz,https://maps.google.com/maps?cid=17042786221827575166,"Wife and I had the fish and chip dinner tonight. Fish was a little greasy(coating on top crispy underneath wet) and fries were not good overdone with zero flavor. Malt came in packets, ketchup in cups, tarter sauce very sweet, cole slaw no mayo dry not creamy. Service was good.  I would give it a 4 out of 10.",--,"Sorry to hear about your disappointment on your last visit, please reach out to me at mike.schutz@therosegroup.com",dinner tonight fish sauce slaw service good,0.0,0.455,0.545,0.7184,Positive
3199,3199,07/23/21,Google,84004 S-GREENVILLE DR.,615 S. Greenville West Drive   -,Greenville,MI,48838,5,Brian Thompsett,https://maps.google.com/maps?cid=3815096591828650963,We have picky eaters in our family. This Applebee’s is always very understanding and helps us get our order just right. That’s why we keep coming back. �,--,--,family applebee order,0.0,1.0,0.0,0.0,Neutral
3200,3200,07/23/21,Google,84051 PUEBLO,3428 N. Elizabeth   -,Pueblo,CO,81008,5,Corina fernandez rigg,https://maps.google.com/maps?cid=15152692773251150912,The service and food was great thank you Applebee's,--,--,service food,0.0,1.0,0.0,0.0,Neutral
3216,3216,07/23/21,Google,84004 S-GREENVILLE DR.,615 S. Greenville West Drive   -,Greenville,MI,48838,5,Ane Roberts,https://maps.google.com/maps?cid=3815096591828650963,Really great experience this evening. Thank you!,--,--,experience evening,0.0,1.0,0.0,0.0,Neutral
3222,3222,07/23/21,Google,83088 OKEMOS,2284 Woodlake Drive   -,Okemos,MI,48864,5,Mackenzie Ostrom,https://maps.google.com/maps?cid=18387549273151305045,"My family and I had a wonderful experience at this location. Bethany was our waitress and she was so sweet. She responded quickly to any requests we had, she was very respectful and made the atmosphere that much more comfortable!",--,--,family experience request atmosphere,0.0,1.0,0.0,0.0,Neutral
3230,3230,07/23/21,Google,80084 YPSILANTI,3819 Carpenter Road   -,Ypsilanti,MI,48197,5,Lindsey Anderson,https://maps.google.com/maps?cid=8265790143418612826,"Good experience overall!!! Emmy was really good. Helped make sure we had what we needed, gave us plenty of time to look at menu (not to long). 5/5 �",--,--,experience emmy time,0.0,1.0,0.0,0.0,Neutral
3233,3233,07/23/21,Google,80084 YPSILANTI,3819 Carpenter Road   -,Ypsilanti,MI,48197,5,Jimmy Wilson,https://maps.google.com/maps?cid=8265790143418612826,Caden was the best server me and my son ever had. @applebees in Ypsilanti,--,--,son,0.0,1.0,0.0,0.0,Neutral
3234,3234,07/23/21,Google,83083 MUSKEGON,1825 East Sherman Blvd   -,Muskegon,MI,49444,1,Abriana Balderas,https://maps.google.com/maps?cid=13446550186741965175,The cooks in the kitchen are very very slow. Didn’t even get the drinks right for the doordash we were running. Made us over 30 mins late for a delivery. Thanks �,--,--,doordash min delivery,0.0,1.0,0.0,0.0,Neutral
3238,3238,07/23/21,Google,84004 S-GREENVILLE DR.,615 S. Greenville West Drive   -,Greenville,MI,48838,5,Chris Simmons,https://maps.google.com/maps?cid=3815096591828650963,Slow because it was extremely busy. Still had great food and good service,--,--,food service,0.0,1.0,0.0,0.0,Neutral
3241,3241,07/23/21,Google,84004 S-GREENVILLE DR.,615 S. Greenville West Drive   -,Greenville,MI,48838,5,David Antony,https://maps.google.com/maps?cid=3815096591828650963,Exceptional service today. Thank you!,--,--,service today,0.0,1.0,0.0,0.0,Neutral
3243,3243,07/23/21,Google,99072 MONACA,3944 Brodhead Road   -,Monaca,PA,15061,5,dead inside,https://maps.google.com/maps?cid=12889966861772896827,Rock,--,--,rock,0.0,1.0,0.0,0.0,Neutral
3246,3246,07/23/21,Google,84004 S-GREENVILLE DR.,615 S. Greenville West Drive   -,Greenville,MI,48838,5,Jtop rnicck,https://maps.google.com/maps?cid=3815096591828650963,We had another wonderful experience at the local Applebee's.  Everyone was very friendly. The food came out quickly and it was just perfect!,--,--,experience food,0.0,1.0,0.0,0.0,Neutral
3248,3248,07/23/21,Google,83098 SOUTH LANSING,6270 S Cedar St   -,Lansing,MI,48911,3,Matt Antcliff,https://maps.google.com/maps?cid=2818688436328506100,Food was ok service was good.,--,--,food service,0.0,1.0,0.0,0.0,Neutral
3251,3251,07/23/21,Google,95064 MIDLAND,6911 Eastman Road   -,Midland,MI,48640,3,Robin Colgan,https://maps.google.com/maps?cid=8515688126557270238,The waitstaff was great but the food was not as good as it used to be.,--,--,food,0.0,1.0,0.0,0.0,Neutral
3257,3257,07/23/21,Google,98064 GAYLORD,1379 W. Main Street   -,Gaylord,MI,49735,5,Daryl Nichols,https://maps.google.com/maps?cid=13632679777599128283,"Great food, nice waitress, clean facility including spotless bathrooms, and an overall good dining experience.  If I had to critique one thing about lunch today it would be the host, David I think, who seated us. No smile, very deadpan, kind of a wet noodle attitude. As we walked out he did thank us for coming in but it was a very hollow thank you.",--,--,food facility spotless bathroom dining experience thing lunch today host noodle attitude,0.0,1.0,0.0,0.0,Neutral
3260,3260,07/23/21,Google,80072 MADISON HEIGHTS,1275 West 14 Mile Road   -,Madison Heights,MI,48071,1,Better You Today,https://maps.google.com/maps?cid=9571238272507607555,"The service here was terrible, when I arrived with my family the place was pretty much empty with the exception of four customers. No one welcomed us in two employees were at the checkout machine having a personal conversation giving each hugs and laughing, the women who later waited on us keep looking at my family but never did come to the front door to welcome us.  My family and I stood  5 minutes waiting for assistance. (Look at the photos hardly no one was in the restaurant). I like Applebee's however  the location on 14 mile  need to get it together!",--,--,service family place exception customer employee machine conversation family front family minute assistance photo restaurant applebee location mile,0.0,1.0,0.0,0.0,Neutral
3271,3271,07/23/21,Google,83086 WYOMING,1375 28th St SW   -,Wyoming,MI,49509,5,Edward Kropp,https://maps.google.com/maps?cid=8338763312139996373,Sandy killed it my drinks were never empty and she was excellent in customer service,--,--,customer service,0.0,1.0,0.0,0.0,Neutral
3276,3276,07/23/21,Google,78002 AURORA,10501 E. Garden Dr.   -,Aurora,CO,80012,5,chris collins,https://maps.google.com/maps?cid=8291164537135999139,Not as busy as most sitdown places. Very friendly staff . Food is great and wait times are extremely decent. Been here before and I'll go here again!,--,--,staff food time,0.0,1.0,0.0,0.0,Neutral
3279,3279,07/23/21,Google,97017 RIDLEY PARK,320 Macdade Blvd.   -,Folsom,PA,19033,4,queen Q,https://maps.google.com/maps?cid=4247295173874264004,My husband ordered food it was pretty good and we enjoyed it!!,--,Thank you for your feedback.  Much appreciated!,husband,0.0,1.0,0.0,0.0,Neutral
3284,3284,07/23/21,Google,80089 LYON TOWNSHIP,30686 Lyon Center Drive   -,New Hudson,MI,48165,5,Danyale Mason,https://maps.google.com/maps?cid=2861805681774723709,Best Applebee's. Others are just ok. I went for happy hour and my bartender was so so sweet. She was attentive. Quick. Professional. Yes Yes and Yes. You are my go to now. ❣️,--,--,hour bartender,0.0,1.0,0.0,0.0,Neutral
3294,3294,07/23/21,Google,98064 GAYLORD,1379 W. Main Street   -,Gaylord,MI,49735,3,Smiley Merry Mertie B. The Happiness Channel,https://maps.google.com/maps?cid=13632679777599128283,Very clean,--,--,,0.0,0.0,0.0,0.0,Neutral
3312,3312,07/23/21,Google,95081 FENTON,18115 Silver Parkway   -,Fenton,MI,48430,5,Sharon Krolik,https://maps.google.com/maps?cid=8385329787576451621,Food was good and our server was excellent.,--,--,food server,0.0,1.0,0.0,0.0,Neutral
3314,3314,07/23/21,Google,92078 BLOOMSBURG,939 Columbia Blvd.   -,Bloomsburg,PA,17815,1,Deborah Langley,https://maps.google.com/maps?cid=12099741657130617532,Terrible took forever to get food.and twice as long to get credit card back after paying for some odd reason,--,"Sorry to hear about the issues with your order, please reach out to me at mike.schutz@therosegroup.com",food credit card reason,0.0,0.536,0.464,0.3818,Positive
3316,3316,07/23/21,Google,83081 WEST LANSING,5400 West Saginaw   -,Lansing,MI,48917,4,Mike Slusser,https://maps.google.com/maps?cid=16398533861021752604,"The waiter was friendly. good food ,nice atmosphere",--,--,food atmosphere,0.0,1.0,0.0,0.0,Neutral
3318,3318,07/23/21,Google,83096 S-STURGIS,1310 S Centerville Rd   -,Sturgis,MI,49091,4,Kara Saltzman,https://maps.google.com/maps?cid=2282253400916096863,"Changed my rating from a 3 to a four, better service than the last few times I had been there and the new scaled down menu seems to be just what they needed to focus on better quality. Keep up the good work!",--,"Kara Saltzman Hi, thank you so much for your feedback. At Applebee's we strive to provide a relaxing and enjoyable guest experience, and I would love to discuss your visit further to hear any more comments or concerns. Please feel free to reach out to me at (269) 651-9880 at your earliest convenience.",service time quality work,0.0,1.0,0.0,0.0,Neutral
3319,3319,07/23/21,Google,80084 YPSILANTI,3819 Carpenter Road   -,Ypsilanti,MI,48197,1,Luann Thompson,https://maps.google.com/maps?cid=8265790143418612826,"Waitress was excellent but there were two patrons at the bar that were LOUD, POLITICAL AND ABNOXIOUS.  They were dropping the Fbomb.  I would have expected someone who worked there to make the manager aware of them and tell them to act civil or leave.  I had my grandsons with me and they should not have been exposed to that rhetoric at their ages.  Alot of people stared and commented but nothing was done about it.",--,--,fbomb manager leave grandson rhetoric age people,0.167,0.833,0.0,-0.0516,Neutral
3328,3328,07/23/21,Google,97059 ALLENTOWN,1510 N Cedar Crest Blvd   -,Allentown,PA,18104,4,Peg Jones,https://maps.google.com/maps?cid=11816635631501764107,Food was good and delivered quickly after ordering.   Had to wait 25 minutes to be seated...plenty of tables..not enough staff,--,--,food minute plenty table staff,0.0,1.0,0.0,0.0,Neutral
3342,3342,07/23/21,Google,75018 S-HOUGHTON,980 Razorback Drive   -,Houghton,MI,49931,4,mark rosa,https://maps.google.com/maps?cid=4459068167860765453,Food was good. Service was a little spotty though. Got the bourbon chicken and shrimp with garlic mashed potatoes.  Was good and would get it again.,--,--,food service bourbon potato,0.0,1.0,0.0,0.0,Neutral
3347,3347,07/23/21,Google,84059 GRAND JUNCTION,711 Horizon Drive   -,Grand Junction,CO,81506,5,Amanda Berga,https://maps.google.com/maps?cid=9788549643200518876,"Service was very nice and efficient! Food was delicious and well made.  Had the 2 for $27 deal with 1 app and 2 main dishes the whiskey burger and penne pasta were amazing choices. All staff was friendly and courtious especially with my 5 year old.  After a frustrating morning, it was refreshing to recieve such an enjoyable experience at Applebee's for lunch!",--,--,service food deal app whiskey staff year morning recieve experience lunch,0.0,1.0,0.0,0.0,Neutral
3354,3354,07/23/21,Google,94006 SCRANTON,74 Viewmont Mall   -,Scranton,PA,18508,4,JC,https://maps.google.com/maps?cid=6100249516688149218,Most rest closed at 9�0 here so at 8;45 we were in search of a meal.  Limited choices nut good ole Applebees was open late. Ordered the perfect long island ice tea while I waited for my takeout. Can't beat the price and the portion! Ordered babyback ribs and chicken and shrimp. All was tasty. Food pretty good for a chain.,--,--,rest search meal choice island ice tea price portion babyback chain,0.0,1.0,0.0,0.0,Neutral
3362,3362,07/23/21,Google,97059 ALLENTOWN,1510 N Cedar Crest Blvd   -,Allentown,PA,18104,2,Elyse Fatzinger,https://maps.google.com/maps?cid=11816635631501764107,"It wasn't that busy. I know everyone is short staffed, but I also watched everyone else get wonderful customer service while we sat, and sat, and sat.",--,--,customer service,0.0,1.0,0.0,0.0,Neutral
3370,3370,07/23/21,Yelp,83078 JACKSON,1706 W Michigan Ave   -,Jackson,MI,49202,1,ken k.,--,https://yelp.com/biz/k7uYFmWODVxBpEa9IBLZ4Q?hrid=B6Ku9909WwqyDPi1H6iHHg,--,--,,0.0,0.0,0.0,0.0,Neutral
3377,3377,07/23/21,Google,84008 G-IONIA,3039 Commerce Lane   -,Ionia,MI,48846,4,Don Cheeks,https://maps.google.com/maps?cid=1003394294407528538,"Great food,  enough for two meals, waitress was awesome",--,--,meal waitress,0.0,1.0,0.0,0.0,Neutral
3386,3386,07/23/21,Google,80082 LAPEER,1811 DeMillie Road   -,Lapeer,MI,48446,3,Rusty Sister Jr.,https://maps.google.com/maps?cid=4505664760565680932,"I don't recommend the French onion soup, and my steak did not come out, let's just say they took my mail off my bill. Our waitress was very nice and polite nothing was taken out on her and the manager was very nice as well.",--,--,onion mail manager,0.0,1.0,0.0,0.0,Neutral
3390,3390,07/23/21,Google,80064 UTICA,45211 Park Avenue   -,Utica,MI,48315,5,Gerald Bielicki,https://maps.google.com/maps?cid=17742641788698205636,Went for lunch today. I had the southwest chicken bowl. It was delicious! There was so much I had to bring half of it home. Rielle was great! She was friendly and seemed to always know when we needed her. I'll definitely be going back.,--,--,today bowl home rielle,0.0,1.0,0.0,0.0,Neutral
3391,3391,07/23/21,Google,84077 GARDEN OF THE GODS,495 Garden of the Gods Road   -,Colorado Springs,CO,80907,5,Bryan Griffin,https://maps.google.com/maps?cid=9488950934751574485,"Service was great food was great, drinks were never empty",--,--,service food drink,0.0,1.0,0.0,0.0,Neutral
3394,3394,07/23/21,Google,84096 BRIGHTON,922 S. 4th Ave.   -,Brighton,CO,80601,5,Duane O'Brien,https://maps.google.com/maps?cid=14406599471959499854,Good  food and good service.,--,--,service,0.0,1.0,0.0,0.0,Neutral
3400,3400,07/23/21,Google,80079 PLYMOUTH ROAD,2310 Green Road   -,Ann Arbor,MI,48105,5,Elena Wakeman,https://maps.google.com/maps?cid=6037346977132413145,"We had a great after-work experience - good customer service by Zach.  He was helpful with suggestions for good value drinks (Happy Hour was still going) and patient when we kept talking instead of looking at the menu! Our food was delivered timely and correctly and he checked in with us just enough - not too much.  We had so much fun, and Zach was a big part of it.  The food was delicious, too. Thanks!",--,I'm really glad to hear that Zach gave you Phenomenal Service! Thank you for coming to see us and leave a review! We will be sure to tell Zac to keep up the great work! See you again soon.,work experience customer service zach suggestion value hour food fun part food,0.0,0.637,0.363,0.6908,Positive
3403,3403,07/23/21,Google,88022 MILLER ROAD,G-3129 Miller Road   -,Flint,MI,48507,4,Sara Butts,https://maps.google.com/maps?cid=16156048955000853045,"It was good great service, awesome food.��",--,--,service food,0.0,1.0,0.0,0.0,Neutral
3404,3404,07/23/21,Google,76008 RICHLAND TOWNSHIP,525 Grandview Crossing Drive   -,Gibsonia,PA,15044,5,Arlene Lingren,https://maps.google.com/maps?cid=4802867013954364509,"Love it there..good food, good service and  love it there.",--,--,service love,0.0,0.192,0.808,0.6369,Positive
3411,3411,07/23/21,Google,96032 NEWTOWN,2 West Road   -,Newtown,PA,18940,5,Fabulous Mickey mouse,https://maps.google.com/maps?cid=460312272214579389,Love food,--,Thank you for your feedback.  Much appreciated!,love food,0.0,0.192,0.808,0.6369,Positive
3426,3426,07/23/21,Google,80073 COMMERCE,455 Haggerty Hwy.   -,Commerce Township,MI,48390,5,Lacey Wagonlander,https://maps.google.com/maps?cid=16744343174116201382,Rickael is absolutely amazing!,--,--,,0.0,0.0,0.0,0.0,Neutral
3429,3429,07/23/21,Google,80073 COMMERCE,455 Haggerty Hwy.   -,Commerce Township,MI,48390,5,Nenna Alvarez,https://maps.google.com/maps?cid=16744343174116201382,"Great service, my favored waitress is Rickael!",--,--,,0.0,0.0,0.0,0.0,Neutral
3432,3432,07/23/21,Google,83079 BATTLE CREEK,5775 Beckley Road   -,Battle Creek,MI,49015,1,Corey Robinson,https://maps.google.com/maps?cid=1598738692624718297,Very slow and food wasn't good. Server was good tho,--,--,food server tho,0.0,1.0,0.0,0.0,Neutral
3433,3433,07/23/21,Google,80073 COMMERCE,455 Haggerty Hwy.   -,Commerce Township,MI,48390,3,David Zlo,https://maps.google.com/maps?cid=16744343174116201382,"Average Applebee's. Food is average, service was kind of slow, but friendly.",--,--,applebee food service,0.0,1.0,0.0,0.0,Neutral
3436,3436,07/23/21,Google,80070 WARREN,8025 12 Mile Rd   -,Warren,MI,48093,5,Race Abdul,https://maps.google.com/maps?cid=1643557499045825357,I'm too drunk too taste this chicken -Ricky Bobby,--,--,taste chicken,0.0,1.0,0.0,0.0,Neutral
3447,3447,07/23/21,Google,83088 OKEMOS,2284 Woodlake Drive   -,Okemos,MI,48864,5,Andrew vowels,https://maps.google.com/maps?cid=18387549273151305045,"I ate here recently, and my server/bartender, Bethany, was awesome. She was quick, knowledgeable of many drinks and also the food menu. She deserved every dollar of my tip. Would recommend and keep coming back - as I do.",--,--,drink food menu dollar tip,0.0,1.0,0.0,0.0,Neutral
3465,3465,07/23/21,Google,83081 WEST LANSING,5400 West Saginaw   -,Lansing,MI,48917,5,Lori Aches,https://maps.google.com/maps?cid=16398533861021752604,The new margaritas are really good kinda cool the rock is involved with Applebee’s.,--,--,rock applebee,0.0,1.0,0.0,0.0,Neutral
3466,3466,07/23/21,Google,83081 WEST LANSING,5400 West Saginaw   -,Lansing,MI,48917,5,Todd Hyland,https://maps.google.com/maps?cid=16398533861021752604,Really good food and service Albert did a great job making us feel at home here!,--,--,service job home,0.0,1.0,0.0,0.0,Neutral
3479,3479,07/23/21,Google,89084 12TH ST,2911 West 12th Street   -,Erie,PA,16505,5,Elva Holguin,https://maps.google.com/maps?cid=9520118335343152850,"Great atmosphere, fast service, friendly staff. Started with drinks and  appetizers (oh ☹️ they got it wrong).�That was fast and I mean fast. Waiter corrected that, we're eating, drinking, enjoying.   Main course we're great. I sure enjoyed my cheeseburger � minus the �. Thanks �� hostess, waiter, cook, and even the clean up crew. Great job. Thanks for making us Welcome!!!",--,--,service staff drink waiter course cheeseburger crew job,0.0,1.0,0.0,0.0,Neutral
3484,3484,07/23/21,Google,99081 HAVERTOWN,1305 West Chester Pike   -,Havertown,PA,19083,3,K J,https://maps.google.com/maps?cid=2642651482724734439,Service in the main dining area was horrible.  Nobody wanted to work.  I had to ask if someone would acknowledge me standing waiting to be seated.  Then all the tables open but everybody kept saying they didn't have the tables so I didn't get service.  So I ended up going to sit at the bar.  The service at the bar was great,--,"I am sorry about what happened with your visit and would like to hear more about your experience. If you could reach out to me at Bill.Reed@therosegroup.com with your name and email or phone number, it would be appreciated.",service dining area work table table service bar service bar,0.0,1.0,0.0,0.0,Neutral
3491,3491,07/23/21,Google,99026 CHIPPEWA,850 Chippewa Town Centre Drive   -,Beaver Falls,PA,15010,5,Alex Burt,https://maps.google.com/maps?cid=13008577099345302566,Great food!,--,--,food,0.0,1.0,0.0,0.0,Neutral
3494,3494,07/23/21,Google,84051 PUEBLO,3428 N. Elizabeth   -,Pueblo,CO,81008,5,Alax Colby,https://maps.google.com/maps?cid=15152692773251150912,Love the wan ton tacos. Wonderful.  Lets stop: Cheesecake By Thomas is the best Cheesecake in Colorado.  Here's some 2021 pictures.,--,--,colorado picture,0.0,1.0,0.0,0.0,Neutral
3499,3499,07/23/21,Google,79094 WASHINGTON TOWNSHIP,12825 Washington Township Blvd   -,Waynesboro,PA,17268,3,Daniel Reichard,https://maps.google.com/maps?cid=9910614053468741992,"I'll start off saying that the cook and I must have pretty different opinions on how a ""rare"" steak is cooked, but the steak did taste good even so and beyond that, was very tender for being overdone.  The mashed potatoes were also really good.  The garlicky green beans were sort of flavorless to me.  The prices per portion sizes are really high in my opinion, you can get bigger, better steaks at a real steakhouse for the same cost, but they do offer pretty decent 2 for 20 deals for a quick bite.  I do think that if steaks are sold at steak house prices, they should be steak house quality including if you ask ""how would you like that cooked?"", and are told ""rare"" Cook to order and not arbitrarily just make it what I'm guessing is between medium and medium well.",--,--,opinion potato bean flavorless price portion size opinion steakhouse cost deal bite house price quality cook order medium,0.0,1.0,0.0,0.0,Neutral
3503,3503,07/23/21,Google,80059 SOUTHGATE,13855 Eureka Road   -,Southgate,MI,48195,5,Stacey Boyd,https://maps.google.com/maps?cid=6540135001520003451,Our steaks were AMAZING!,--,--,,0.0,0.0,0.0,0.0,Neutral
3506,3506,07/23/21,Yelp,83095 HOLLAND,3134 Beeline Road   -,Holland,MI,49423,1,Larry B.,--,https://yelp.com/biz/daNPYyjtcPF7bn2oogBgFQ?hrid=v-Vg8vH1-nLdxXOaHQzxNA,--,--,https danpyyjtcpf nldxxoahqzxna,0.0,1.0,0.0,0.0,Neutral
3556,3556,07/23/21,Google,80073 COMMERCE,455 Haggerty Hwy.   -,Commerce Township,MI,48390,3,Elvis Jonesy,https://maps.google.com/maps?cid=16744343174116201382,Typical Applebee's...,--,--,,0.0,0.0,0.0,0.0,Neutral
3557,3557,07/23/21,Google,83088 OKEMOS,2284 Woodlake Drive   -,Okemos,MI,48864,5,Jennifer Sloan,https://maps.google.com/maps?cid=18387549273151305045,Always love coming to this Applebee’s. Service was great and the food was amazing! �,--,--,food,0.0,1.0,0.0,0.0,Neutral
3573,3573,07/22/21,Google,79094 WASHINGTON TOWNSHIP,12825 Washington Township Blvd   -,Waynesboro,PA,17268,2,Amber Long,https://maps.google.com/maps?cid=9910614053468741992,"Food was cold and dry, waiter didnt come to table much and we had to ask for silverware, napkins and refills.",--,--,food waiter table silverware,0.0,1.0,0.0,0.0,Neutral
3591,3591,07/22/21,Google,83084 BENTON HARBOR,2050 Pipestone Road   -,Benton Harbor,MI,49022,4,BigSoLDaddy,https://maps.google.com/maps?cid=10724501774209947432,Not bad,--,--,,0.0,0.0,0.0,0.0,Neutral
3601,3601,07/22/21,Google,92078 BLOOMSBURG,939 Columbia Blvd.   -,Bloomsburg,PA,17815,4,Chery boo,https://maps.google.com/maps?cid=12099741657130617532,"The food was very good and their half price appetizers you can't beat and they give you so much ,it's a meal",--,--,food price appetizer meal,0.0,1.0,0.0,0.0,Neutral
3611,3611,07/22/21,Google,80065 STERLING HEIGHTS,37004 Van Dyke   -,Sterling Heights,MI,48312,5,Alvin Alkaifi,https://maps.google.com/maps?cid=8873530101478506399,So good,--,--,,0.0,0.0,0.0,0.0,Neutral
3622,3622,07/22/21,Google,94006 SCRANTON,74 Viewmont Mall   -,Scranton,PA,18508,3,Kris Scott,https://maps.google.com/maps?cid=6100249516688149218,Usually I really like their food. This time I was disappointed. I tried a salad this time and it was not very appetizing.,--,"Sorry to hear about your disappointing visit, please reach out to me at mike.schutz@therosegroup.com",food time salad time,0.0,1.0,0.0,0.0,Neutral
3644,3644,07/22/21,Google,83088 OKEMOS,2284 Woodlake Drive   -,Okemos,MI,48864,5,Ron Fladseth,https://maps.google.com/maps?cid=18387549273151305045,Was very pleased with the service I received. Will return again.,--,--,service,0.0,1.0,0.0,0.0,Neutral
3649,3649,07/22/21,Google,84042 BROOMFIELD,6405 W. 120th Avenue   -,Broomfield,CO,80020,5,Melba Miller,https://maps.google.com/maps?cid=11724775467766447871,"Everyone was so happy and pleasant.  The food was excellent, service was great and we will be back!",--,--,service,0.0,1.0,0.0,0.0,Neutral
3651,3651,07/22/21,Google,78032 GREENSBURG,5290 Route 30   -,Greensburg,PA,15601,5,Donna Kough,https://maps.google.com/maps?cid=7428938553182746423,Great food and service,--,--,food service,0.0,1.0,0.0,0.0,Neutral
3653,3653,07/22/21,Google,89084 12TH ST,2911 West 12th Street   -,Erie,PA,16505,5,rachel Marshall,https://maps.google.com/maps?cid=9520118335343152850,Great place!,--,--,place,0.0,1.0,0.0,0.0,Neutral
3661,3661,07/22/21,Google,80087 BELLEVILLE,10526 Belleville Road   -,Belleville,MI,48111,1,Lashon Kyles,https://maps.google.com/maps?cid=12233784825034942358,How in the world do they NOT have French fries or deserts i don't believe I will go there again monroe Applebee's here we come next time yah got to step up yah's business before yah end up having to close up.,--,--,desert time step business,0.0,1.0,0.0,0.0,Neutral
3662,3662,07/22/21,Google,84094 DURANGO,800 S Camino Del Rio   -,Durango,CO,81301,2,Ken Poulson,https://maps.google.com/maps?cid=8449380591603443507,"Food was mediocre, overcharge me on my drinks, location was good",--,--,food location,0.0,1.0,0.0,0.0,Neutral
3663,3663,07/22/21,Google,98049 ROYERSFORD,70 Buckwalter Road   -,Limerick,PA,19468,4,Stacy Speel,https://maps.google.com/maps?cid=1666054336387619820,Thanks for the motz sticks and drinks! Bartender was great!,--,--,bartender,0.0,1.0,0.0,0.0,Neutral
3665,3665,07/22/21,Google,84091 CASTLE ROCK,390 Allen Street   -,Castle Rock,CO,80104,1,Rachel Waterbury,https://maps.google.com/maps?cid=7076683331652959643,Too cold to sit and eat.,--,--,,0.0,0.0,0.0,0.0,Neutral
3682,3682,07/22/21,Google,84001 GULL ROAD,5990 Gull Road   -,Kalamazoo,MI,49048,5,Andrew Wilks-Millard,https://maps.google.com/maps?cid=11918705721315163837,Very accommodating and the food is always great.,--,--,food,0.0,1.0,0.0,0.0,Neutral
3684,3684,07/22/21,Google,98014 PORT RICHMOND,2501 Aramingo Ave.   -,Philadelphia,PA,19125,5,Donyelle Chaney,https://maps.google.com/maps?cid=10207143640296785667,I love dinning here. Great severs and awesome food. Drinks ain't to bad either.,--,--,food,0.0,1.0,0.0,0.0,Neutral
3687,3687,07/22/21,Google,83078 JACKSON,1706 W Michigan Ave   -,Jackson,MI,49202,1,Randy Fountain,https://maps.google.com/maps?cid=951695506531217501,"Got there at 7:15, seated us at 7:57, took forever to get our food, eat and left at 9:43. Just totally ridiculously!!!",--,--,food,0.0,1.0,0.0,0.0,Neutral
3690,3690,07/22/21,Google,94001 WILKES-BARRE,253 Wilkes-Barre Township Blvd   -,Wilkes-Barre,PA,18701,4,Nancie Dugal,https://maps.google.com/maps?cid=17042786221827575166,Love their bread Styx with Alfredo!!,--,--,bread,0.0,1.0,0.0,0.0,Neutral
3698,3698,07/22/21,Google,84003 S-LUDINGTON,3881 W. US Hwy. 10   -,Ludington,MI,49431,5,Sam Miller,https://maps.google.com/maps?cid=13968323473149217618,Food was excellent and service was great.,--,--,food service,0.0,1.0,0.0,0.0,Neutral
3701,3701,07/22/21,Google,84032 ILIFF,14091 E. Iliff Avenue   -,Aurora,CO,80014,5,Chris Mefford,https://maps.google.com/maps?cid=16257314941577754228,Friendly service from the server also,--,--,service server,0.0,1.0,0.0,0.0,Neutral
3719,3719,07/22/21,Google,94054 GRAND BLANC,1400 East Hill Road   -,Grand Blanc,MI,48439,2,ariana roysters,https://maps.google.com/maps?cid=9380372627679487472,They took forever for the food. Me and my family was waiting for almost 2 hours.,--,--,food family hour,0.0,1.0,0.0,0.0,Neutral
3728,3728,07/22/21,Google,80080 WOODHAVEN,23200 Allen Road   -,Woodhaven,MI,48183,5,Kourtney Davis,https://maps.google.com/maps?cid=1937324366667710686,"Curbside is so fast! Consistent quality, yummy food",--,--,quality food,0.0,1.0,0.0,0.0,Neutral
